,CVEno,pubdate,CVSS,category,SLA,jobtype,team1,team2,team3,totaltime
3779,3780,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,1,2,4
3780,3781,2017-09-14 06:29:00,9.8,critical,3,concurrent,3,0,0,3
3781,3782,2017-09-14 06:29:00,9.8,critical,3,concurrent,3,6,1,10
3782,3783,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,1,3,9
3783,3784,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,1,2,8
3784,3785,2017-09-14 06:29:00,9.8,critical,3,concurrent,0,7,2,9
3785,3786,2017-09-14 06:29:00,9.8,critical,3,concurrent,3,7,3,13
3786,3787,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,7,1,9
3787,3788,2017-09-14 06:29:00,9.8,critical,3,sequential,5,7,3,15
3788,3789,2017-09-14 06:29:00,9.8,critical,3,concurrent,2,5,3,10
3789,3790,2017-06-23 16:29:00,5.5,medium,14,concurrent,0,5,3,8
3790,3791,2017-09-14 06:29:00,9.8,critical,3,concurrent,2,7,1,10
3791,3792,2017-09-14 06:29:00,9.8,critical,3,concurrent,0,4,2,6
3792,3793,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,0,0,5
3793,3794,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,5,3,9
3794,3795,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,7,0,12
3795,3796,2017-09-14 06:29:00,9.8,critical,3,concurrent,4,3,3,10
3796,3797,2017-09-14 06:29:00,9.8,critical,3,concurrent,4,7,3,14
3797,3798,2017-09-14 06:29:00,9.8,critical,3,concurrent,4,3,0,7
3798,3799,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,1,1,3
3799,3800,2017-09-14 06:29:00,9.8,critical,3,concurrent,0,5,3,8
3800,3801,2017-07-31 21:29:00,6.1,medium,14,concurrent,1,2,0,3
3801,3802,2017-09-14 06:29:00,9.8,critical,3,concurrent,0,4,2,6
3802,3803,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,5,0,6
3803,3804,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,4,0,9
3804,3805,2017-09-14 06:29:00,9.8,critical,3,concurrent,0,4,1,5
3805,3806,2017-09-14 06:29:00,9.8,critical,3,concurrent,4,0,3,7
3806,3807,2017-09-14 06:29:00,9.8,critical,3,concurrent,0,4,1,5
3807,3808,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,1,0,2
3808,3809,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,7,1,13
3809,3810,2017-09-14 06:29:00,9.8,critical,3,sequential,4,6,2,12
3810,3811,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,5,1,11
3811,3812,2017-06-21 18:29:00,6.2,medium,14,concurrent,2,3,2,7
3812,3813,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,5,2,8
3813,3814,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,3,1,9
3814,3815,2017-09-14 06:29:00,9.8,critical,3,concurrent,2,2,2,6
3815,3816,2017-09-14 06:29:00,9.8,critical,3,concurrent,4,2,0,6
3816,3817,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,4,2,11
3817,3818,2017-09-14 06:29:00,9.8,critical,3,concurrent,2,1,3,6
3818,3819,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,7,3,11
3819,3820,2017-09-14 06:29:00,9.8,critical,3,concurrent,0,1,2,3
3820,3821,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,1,0,2
3821,3822,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,5,0,6
3822,3823,2017-06-07 17:29:00,5.4,medium,14,concurrent,3,6,0,9
3823,3824,2017-09-14 06:29:00,9.8,critical,3,concurrent,2,0,1,3
3824,3825,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,1,3,9
3825,3826,2017-09-14 06:29:00,9.8,critical,3,concurrent,1,6,3,10
3826,3827,2017-09-14 06:29:00,9.8,critical,3,concurrent,2,6,1,9
3827,3828,2017-09-14 06:29:00,9.8,critical,3,concurrent,5,1,2,8
3828,3829,2017-09-14 06:29:00,9.8,critical,3,concurrent,4,0,1,5
3829,3830,2017-12-27 17:29:00,7.8,high,7,concurrent,2,5,3,10
3830,3831,2017-08-22 06:29:00,6.5,medium,14,concurrent,2,3,0,5
3831,3832,2017-08-22 06:29:00,6.5,medium,14,concurrent,4,0,1,5
3832,3833,2018-07-03 19:29:00,5.4,medium,14,concurrent,4,1,1,6
3833,3834,2017-08-22 06:29:00,6.5,medium,14,concurrent,2,1,1,4
3834,3835,2017-08-22 06:29:00,6.5,medium,14,concurrent,5,4,0,9
3835,3836,2017-08-22 06:29:00,6.5,medium,14,concurrent,3,5,0,8
3836,3837,2017-08-22 06:29:00,6.5,medium,14,concurrent,2,6,1,9
3837,3838,2017-08-22 06:29:00,6.5,medium,14,concurrent,1,5,1,7
3838,3839,2017-08-22 06:29:00,6.5,medium,14,concurrent,2,4,0,6
3839,3840,2017-08-22 06:29:00,6.5,medium,14,sequential,0,6,0,6
3840,3841,2017-09-14 15:29:00,9.8,critical,3,concurrent,0,5,3,8
3841,3842,2017-10-06 17:29:00,7.5,high,7,concurrent,2,2,1,5
3842,3843,2017-10-06 18:29:00,9.8,critical,3,concurrent,5,0,2,7
3843,3844,2017-12-11 16:29:00,7.8,high,7,concurrent,3,3,3,9
3844,3845,2017-11-22 17:29:00,9.8,critical,3,concurrent,5,5,0,10
3845,3846,2018-06-21 13:29:00,6.1,medium,14,sequential,5,3,1,9
3846,3847,2018-04-23 14:29:00,6.1,medium,14,concurrent,2,6,2,10
3847,3848,2017-10-17 02:29:00,6.8,medium,14,concurrent,5,6,0,11
3848,3849,2017-10-17 13:29:00,5.3,medium,14,concurrent,4,5,3,12
3849,3850,2017-10-17 13:29:00,5.3,medium,14,concurrent,3,2,2,7
3850,3851,2017-07-13 15:29:00,6.5,medium,14,concurrent,5,7,1,13
3851,3852,2017-10-17 13:29:00,5.3,medium,14,concurrent,3,6,2,11
3852,3853,2017-10-17 13:29:00,5.3,medium,14,sequential,2,6,0,8
3853,3854,2017-10-17 13:29:00,8.1,high,7,concurrent,3,0,1,4
3854,3855,2017-10-18 13:29:00,8.1,high,7,concurrent,4,3,1,8
3855,3856,2017-10-17 13:29:00,6.8,medium,14,concurrent,4,4,0,8
3856,3857,2017-10-17 13:29:00,6.8,medium,14,concurrent,0,5,2,7
3857,3858,2017-10-17 13:29:00,5.3,medium,14,concurrent,3,4,2,9
3858,3859,2017-10-17 13:29:00,5.3,medium,14,concurrent,4,1,3,8
3859,3860,2017-10-27 19:29:00,8.8,high,7,concurrent,2,1,1,4
3860,3861,2017-07-19 20:29:00,7.8,high,7,sequential,4,2,2,8
3861,3862,2017-10-27 19:29:00,8.8,high,7,concurrent,3,1,0,4
3862,3863,2018-07-13 20:29:00,7.8,high,7,concurrent,2,2,1,5
3863,3864,2018-07-13 20:29:00,7.8,high,7,concurrent,3,7,2,12
3864,3865,2018-07-13 20:29:00,7.8,high,7,concurrent,1,1,1,3
3865,3866,2018-07-13 20:29:00,7.8,high,7,sequential,5,6,2,13
3866,3867,2018-07-13 20:29:00,7.8,high,7,sequential,4,3,2,9
3867,3868,2018-07-13 20:29:00,7.8,high,7,concurrent,2,4,0,6
3868,3869,2018-07-13 20:29:00,7.8,high,7,concurrent,2,6,0,8
3869,3870,2017-12-13 01:29:00,5.9,medium,14,concurrent,4,6,0,10
3870,3871,2017-12-13 01:29:00,5.9,medium,14,concurrent,4,2,2,8
3871,3872,2017-06-29 13:29:00,6.5,medium,14,concurrent,4,1,1,6
3881,3882,2017-10-03 01:29:00,8.8,high,7,concurrent,1,1,2,4
3882,3883,2018-07-03 19:29:00,5.4,medium,14,concurrent,2,2,0,4
3883,3884,2017-10-20 18:29:00,8.1,high,7,concurrent,2,2,1,5
3884,3885,2017-09-26 14:29:00,8.0,high,7,concurrent,5,2,2,9
3885,3886,2018-07-03 19:29:00,5.4,medium,14,concurrent,4,1,1,6
3886,3887,2017-08-23 00:29:00,7.8,high,7,concurrent,5,4,3,12
3887,3888,2017-08-23 03:29:00,6.5,medium,14,concurrent,0,3,0,3
3888,3889,2017-08-23 03:29:00,6.5,medium,14,concurrent,5,7,0,12
3889,3890,2017-08-23 03:29:00,6.5,medium,14,concurrent,1,0,0,1
3890,3891,2017-08-23 03:29:00,6.5,medium,14,concurrent,0,6,0,6
3891,3892,2017-11-16 04:29:00,7.8,high,7,sequential,2,6,1,9
3892,3893,2017-11-16 04:29:00,8.8,high,7,concurrent,3,5,2,10
3893,3894,2017-08-23 14:29:00,9.8,critical,3,concurrent,0,6,2,8
3894,3895,2017-08-23 14:29:00,6.1,medium,14,concurrent,1,5,0,6
3895,3896,2017-08-23 06:29:00,9.8,critical,3,concurrent,2,7,3,12
3896,3897,2018-07-03 19:29:00,5.4,medium,14,concurrent,1,2,3,6
3897,3898,2017-08-23 06:29:00,6.5,medium,14,concurrent,3,3,1,7
3898,3899,2017-08-23 06:29:00,6.5,medium,14,sequential,1,3,1,5
3899,3900,2017-08-23 06:29:00,6.5,medium,14,concurrent,5,2,1,8
3900,3901,2017-08-23 06:29:00,7.5,high,7,concurrent,2,4,3,9
3901,3902,2017-08-23 06:29:00,6.5,medium,14,concurrent,2,6,1,9
3902,3903,2017-08-23 06:29:00,6.5,medium,14,concurrent,4,2,1,7
3903,3904,2017-08-23 06:29:00,8.8,high,7,concurrent,4,4,2,10
3904,3905,2017-08-23 17:29:00,8.8,high,7,concurrent,1,3,1,5
3905,3906,2017-12-06 14:29:00,6.5,medium,14,concurrent,4,0,2,6
3906,3907,2017-12-06 14:29:00,9.1,critical,3,concurrent,3,4,0,7
3907,3908,2018-07-03 19:29:00,5.4,medium,14,concurrent,3,6,3,12
3908,3909,2017-12-06 14:29:00,9.1,critical,3,concurrent,4,6,2,12
3909,3910,2017-12-06 14:29:00,8.8,high,7,concurrent,5,1,2,8
3910,3911,2017-12-06 14:29:00,7.5,high,7,concurrent,4,2,2,8
3911,3912,2017-12-06 14:29:00,7.8,high,7,concurrent,4,2,3,9
3912,3913,2017-12-06 14:29:00,7.8,high,7,concurrent,5,6,0,11
3913,3914,2017-12-06 14:29:00,7.8,high,7,concurrent,4,3,3,10
3914,3915,2017-12-06 14:29:00,7.5,high,7,concurrent,2,2,0,4
3915,3916,2017-12-06 14:29:00,7.5,high,7,concurrent,5,7,3,15
3916,3917,2017-12-06 14:29:00,7.5,high,7,concurrent,4,2,0,6
3917,3918,2018-07-03 19:29:00,5.4,medium,14,concurrent,5,3,1,9
3918,3919,2017-12-06 14:29:00,9.8,critical,3,concurrent,4,2,3,9
3919,3920,2017-12-06 14:29:00,7.8,high,7,concurrent,2,1,0,3
3920,3921,2017-12-06 14:29:00,7.8,high,7,concurrent,3,2,3,8
3921,3922,2017-12-06 14:29:00,7.8,high,7,sequential,4,5,2,11
3922,3923,2017-12-06 14:29:00,7.5,high,7,sequential,3,4,1,8
3923,3924,2017-12-06 14:29:00,7.8,high,7,concurrent,0,0,0,0
3924,3925,2017-12-06 14:29:00,7.8,high,7,concurrent,1,0,2,3
3925,3926,2017-12-06 14:29:00,7.8,high,7,concurrent,3,1,2,6
3926,3927,2017-12-06 14:29:00,7.8,high,7,concurrent,0,4,0,4
3927,3928,2017-12-06 14:29:00,7.5,high,7,concurrent,2,3,1,6
3928,3929,2018-07-03 19:29:00,5.4,medium,14,concurrent,0,0,0,0
3929,3930,2017-12-06 14:29:00,7.8,high,7,concurrent,1,7,3,11
3930,3931,2017-12-06 14:29:00,7.8,high,7,concurrent,5,7,2,14
3931,3932,2017-12-06 14:29:00,7.8,high,7,concurrent,3,6,1,10
3932,3933,2017-12-06 14:29:00,7.8,high,7,concurrent,5,4,0,9
3933,3934,2017-12-06 14:29:00,7.8,high,7,concurrent,3,0,2,5
3934,3935,2017-12-06 14:29:00,7.5,high,7,concurrent,5,4,3,12
3935,3936,2018-01-12 23:29:00,8.8,high,7,concurrent,2,5,3,10
3936,3937,2018-01-12 23:29:00,9.8,critical,3,sequential,1,7,1,9
3937,3938,2018-01-12 23:29:00,9.8,critical,3,concurrent,1,1,1,3
3938,3939,2018-01-12 23:29:00,9.8,critical,3,concurrent,2,2,0,4
3939,3940,2017-07-18 13:29:00,8.8,high,7,concurrent,1,1,1,3
3940,3941,2018-01-12 23:29:00,7.8,high,7,concurrent,2,1,0,3
3941,3942,2018-01-12 23:29:00,7.8,high,7,concurrent,0,0,1,1
3942,3943,2018-01-12 23:29:00,7.8,high,7,concurrent,1,6,1,8
3943,3944,2018-01-12 23:29:00,7.0,high,7,concurrent,0,4,3,7
3944,3945,2018-01-12 23:29:00,7.8,high,7,concurrent,2,1,3,6
3945,3946,2018-01-12 23:29:00,9.1,critical,3,concurrent,5,5,1,11
3946,3947,2018-01-12 23:29:00,7.5,high,7,concurrent,0,2,1,3
3947,3948,2018-01-12 23:29:00,9.1,critical,3,concurrent,2,6,2,10
3948,3949,2018-01-12 23:29:00,9.1,critical,3,sequential,2,2,2,6
3949,3950,2018-01-12 23:29:00,7.5,high,7,concurrent,2,1,1,4
3950,3951,2017-06-08 21:29:00,7.5,high,7,concurrent,3,7,3,13
3951,3952,2018-01-12 23:29:00,7.5,high,7,concurrent,1,7,1,9
3952,3953,2018-01-12 23:29:00,7.5,high,7,concurrent,3,6,2,11
3953,3954,2018-01-12 23:29:00,7.5,high,7,concurrent,2,4,3,9
3954,3955,2018-01-12 23:29:00,7.5,high,7,concurrent,0,2,1,3
3955,3956,2018-01-12 23:29:00,7.5,high,7,sequential,2,4,3,9
3956,3957,2018-01-12 23:29:00,7.5,high,7,concurrent,2,2,3,7
3957,3958,2018-01-12 23:29:00,7.5,high,7,concurrent,0,7,1,8
3958,3959,2018-01-12 23:29:00,7.5,high,7,concurrent,2,3,2,7
3959,3960,2018-01-12 23:29:00,7.5,high,7,concurrent,3,4,3,10
3960,3961,2018-01-12 23:29:00,7.5,high,7,sequential,5,3,3,11
3961,3962,2017-05-22 20:29:00,5.4,medium,14,concurrent,5,1,2,8
3962,3963,2018-01-12 23:29:00,7.5,high,7,concurrent,3,2,0,5
3963,3964,2018-01-12 23:29:00,7.5,high,7,concurrent,5,2,2,9
3964,3965,2018-01-12 23:29:00,7.5,high,7,concurrent,5,2,1,8
3965,3966,2018-01-12 23:29:00,9.1,critical,3,concurrent,0,1,0,1
3966,3967,2018-01-12 23:29:00,9.1,critical,3,sequential,5,4,1,10
3967,3968,2018-01-12 23:29:00,9.1,critical,3,concurrent,3,7,3,13
3968,3969,2018-01-12 23:29:00,7.5,high,7,concurrent,1,5,3,9
3969,3970,2018-01-12 23:29:00,7.5,high,7,concurrent,2,7,0,9
3970,3971,2018-01-12 23:29:00,9.8,critical,3,concurrent,5,6,3,14
3971,3972,2018-01-12 23:29:00,7.8,high,7,concurrent,3,1,1,5
3972,3973,2017-07-12 17:29:00,6.1,medium,14,concurrent,3,0,2,5
3973,3974,2018-01-12 23:29:00,7.8,high,7,concurrent,4,5,2,11
3974,3975,2018-01-12 23:29:00,7.5,high,7,concurrent,3,2,3,8
3975,3976,2018-01-12 23:29:00,7.8,high,7,sequential,3,7,0,10
3976,3977,2018-01-12 23:29:00,7.8,high,7,concurrent,4,6,0,10
3977,3978,2018-01-12 23:29:00,7.5,high,7,concurrent,4,3,3,10
3978,3979,2018-01-12 23:29:00,7.8,high,7,concurrent,2,0,3,5
3979,3980,2018-01-12 23:29:00,7.8,high,7,concurrent,1,7,3,11
3980,3981,2018-01-12 23:29:00,7.8,high,7,concurrent,5,6,1,12
3981,3982,2018-01-12 23:29:00,4.7,medium,14,concurrent,5,2,1,8
3982,3983,2018-01-12 23:29:00,7.5,high,7,concurrent,1,1,3,5
3983,3984,2017-06-27 16:29:00,8.2,high,7,concurrent,3,7,2,12
3984,3985,2018-01-12 23:29:00,7.8,high,7,concurrent,1,4,1,6
3985,3986,2018-01-12 23:29:00,7.8,high,7,concurrent,3,2,2,7
3986,3987,2018-01-12 23:29:00,7.5,high,7,concurrent,4,3,0,7
3987,3988,2018-01-12 23:29:00,7.8,high,7,sequential,2,3,3,8
3988,3989,2018-01-12 23:29:00,7.8,high,7,concurrent,1,2,3,6
3989,3990,2018-02-12 19:29:00,8.8,high,7,concurrent,0,7,0,7
3990,3991,2018-02-12 19:29:00,9.8,critical,3,concurrent,0,3,3,6
3991,3992,2018-02-12 19:29:00,8.8,high,7,concurrent,3,7,1,11
3992,3993,2018-02-12 19:29:00,7.8,high,7,concurrent,2,4,2,8
3993,3994,2018-02-12 19:29:00,7.5,high,7,concurrent,4,7,1,12
3994,3995,2018-02-12 19:29:00,6.5,medium,14,concurrent,5,4,3,12
3995,3996,2018-02-12 19:29:00,6.5,medium,14,concurrent,3,6,2,11
3996,3997,2018-02-12 19:29:00,6.5,medium,14,concurrent,3,0,1,4
3997,3998,2018-02-12 19:29:00,7.8,high,7,concurrent,4,3,1,8
3998,3999,2018-02-12 19:29:00,4.2,medium,14,concurrent,2,7,3,12
3999,4000,2018-02-12 19:29:00,7.5,high,7,concurrent,0,5,2,7
4000,4001,2017-10-03 01:29:00,5.4,medium,14,concurrent,0,7,2,9
4001,4002,2018-02-12 19:29:00,7.5,high,7,concurrent,1,1,3,5
4002,4003,2018-02-12 19:29:00,7.5,high,7,concurrent,5,5,1,11
4003,4004,2018-02-12 19:29:00,7.5,high,7,concurrent,4,5,2,11
4004,4005,2018-02-12 19:29:00,7.5,high,7,concurrent,4,0,2,6
4005,4006,2018-02-12 19:29:00,7.8,high,7,concurrent,5,2,0,7
4006,4007,2018-02-12 19:29:00,7.8,high,7,concurrent,2,2,2,6
4007,4008,2018-02-12 19:29:00,7.5,high,7,concurrent,2,1,1,4
4008,4009,2018-02-12 19:29:00,7.8,high,7,concurrent,5,2,2,9
4009,4010,2018-04-04 17:29:00,7.8,high,7,concurrent,5,6,3,14
4010,4011,2018-04-04 17:29:00,7.8,high,7,concurrent,4,6,0,10
4011,4012,2017-05-26 16:29:00,6.1,medium,14,concurrent,3,5,2,10
4012,4013,2018-04-04 17:29:00,7.8,high,7,concurrent,4,7,2,13
4013,4014,2018-04-04 17:29:00,7.8,high,7,concurrent,5,5,2,12
4014,4015,2018-04-04 17:29:00,7.8,high,7,concurrent,5,0,1,6
4015,4016,2018-04-04 17:29:00,7.8,high,7,concurrent,3,0,0,3
4016,4017,2018-04-04 17:29:00,7.5,high,7,concurrent,5,0,3,8
4017,4018,2018-04-04 17:29:00,8.8,high,7,concurrent,5,0,2,7
4018,4019,2018-04-04 17:29:00,8.8,high,7,concurrent,3,7,1,11
4019,4020,2018-04-04 17:29:00,6.5,medium,14,concurrent,5,3,1,9
4020,4021,2018-04-04 17:29:00,7.5,high,7,concurrent,3,3,0,6
4021,4022,2018-04-04 17:29:00,7.5,high,7,sequential,4,7,0,11
4022,4023,2017-06-22 18:29:00,4.3,medium,14,concurrent,2,7,1,10
4023,4024,2018-04-04 17:29:00,7.5,high,7,concurrent,4,0,1,5
4024,4025,2018-04-04 17:29:00,7.5,high,7,concurrent,4,3,2,9
4025,4026,2018-04-04 17:29:00,6.5,medium,14,concurrent,5,6,3,14
4026,4027,2018-04-04 17:29:00,7.3,high,7,concurrent,0,5,3,8
4027,4028,2018-04-04 17:29:00,7.5,high,7,sequential,0,6,2,8
4028,4029,2018-04-04 17:29:00,7.3,high,7,concurrent,2,0,3,5
4029,4030,2018-04-04 17:29:00,9.8,critical,3,concurrent,4,3,0,7
4030,4031,2018-04-04 16:29:00,9.8,critical,3,concurrent,4,6,1,11
4031,4032,2018-04-04 17:29:00,4.3,medium,14,concurrent,0,4,1,5
4032,4033,2018-04-04 17:29:00,4.3,medium,14,concurrent,0,1,0,1
4033,4034,2017-08-03 15:29:00,6.1,medium,14,concurrent,2,3,0,5
4034,4035,2018-04-04 17:29:00,7.3,high,7,concurrent,1,5,2,8
4035,4036,2018-04-04 17:29:00,7.3,high,7,sequential,0,6,3,9
4036,4037,2018-04-04 17:29:00,9.8,critical,3,concurrent,3,6,1,10
4037,4038,2018-02-15 02:29:00,7.0,high,7,sequential,3,1,0,4
4038,4039,2018-04-04 16:29:00,9.8,critical,3,concurrent,0,2,3,5
4039,4040,2018-04-04 16:29:00,5.5,medium,14,concurrent,2,6,1,9
4040,4041,2018-04-04 16:29:00,7.8,high,7,concurrent,0,6,1,7
4041,4042,2018-04-04 16:29:00,7.8,high,7,concurrent,0,0,0,0
4042,4043,2018-04-04 16:29:00,7.8,high,7,concurrent,0,6,0,6
4043,4044,2018-04-04 16:29:00,5.5,medium,14,concurrent,3,1,1,5
4044,4045,2017-06-27 16:29:00,5.3,medium,14,concurrent,5,5,1,11
4045,4046,2018-04-04 16:29:00,7.5,high,7,concurrent,2,3,1,6
4046,4047,2018-04-04 16:29:00,9.8,critical,3,concurrent,3,6,1,10
4047,4048,2018-04-04 16:29:00,9.8,critical,3,concurrent,5,1,0,6
4048,4049,2018-04-04 16:29:00,9.8,critical,3,concurrent,5,1,0,6
4049,4050,2018-04-04 16:29:00,9.8,critical,3,concurrent,1,7,1,9
4050,4051,2018-04-04 16:29:00,9.8,critical,3,concurrent,1,7,3,11
4051,4052,2018-04-04 16:29:00,7.8,high,7,concurrent,1,0,3,4
4052,4053,2018-04-04 16:29:00,7.8,high,7,concurrent,4,6,0,10
4053,4054,2018-04-04 16:29:00,7.8,high,7,concurrent,1,4,3,8
4054,4055,2018-04-04 16:29:00,7.8,high,7,concurrent,4,5,1,10
4055,4056,2018-07-06 14:29:00,5.4,medium,14,sequential,0,5,1,6
4056,4057,2018-04-04 16:29:00,6.2,medium,14,concurrent,3,2,3,8
4057,4058,2018-04-04 16:29:00,7.5,high,7,concurrent,5,5,3,13
4058,4059,2018-04-04 16:29:00,9.8,critical,3,concurrent,4,7,0,11
4059,4060,2018-04-04 16:29:00,7.8,high,7,sequential,5,0,2,7
4060,4061,2018-04-04 16:29:00,5.3,medium,14,concurrent,1,0,3,4
4061,4062,2018-04-04 16:29:00,5.3,medium,14,sequential,4,2,2,8
4062,4063,2018-04-04 16:29:00,5.3,medium,14,concurrent,4,0,0,4
4063,4064,2018-04-04 16:29:00,5.3,medium,14,concurrent,5,0,3,8
4064,4065,2018-04-04 16:29:00,5.3,medium,14,concurrent,5,1,0,6
4065,4066,2018-04-04 16:29:00,7.5,high,7,concurrent,1,2,3,6
4066,4067,2018-04-04 16:29:00,7.5,high,7,sequential,3,6,1,10
4067,4068,2018-04-04 16:29:00,7.5,high,7,concurrent,1,5,3,9
4068,4069,2018-04-04 16:29:00,7.5,high,7,concurrent,1,1,2,4
4069,4070,2018-04-04 16:29:00,5.3,medium,14,concurrent,2,3,2,7
4070,4071,2018-04-04 16:29:00,5.3,medium,14,sequential,2,2,0,4
4071,4072,2018-04-04 16:29:00,5.3,medium,14,concurrent,0,0,2,2
4072,4073,2018-04-04 16:29:00,7.3,high,7,concurrent,2,4,2,8
4073,4074,2018-04-04 16:29:00,7.3,high,7,concurrent,2,0,0,2
4074,4075,2017-08-04 16:29:00,5.4,medium,14,concurrent,1,3,3,7
4075,4076,2017-07-31 21:29:00,6.1,medium,14,concurrent,4,6,3,13
4076,4077,2017-11-01 21:29:00,5.3,medium,14,concurrent,3,2,1,6
4077,4078,2017-10-03 01:29:00,5.4,medium,14,concurrent,1,5,0,6
4078,4079,2017-10-03 01:29:00,5.4,medium,14,concurrent,0,7,2,9
4079,4080,2017-12-07 15:29:00,4.4,medium,14,concurrent,3,5,2,10
4080,4081,2017-07-10 16:29:00,8.1,high,7,concurrent,1,7,1,9
4081,4082,2017-08-18 15:29:00,5.4,medium,14,concurrent,0,7,1,8
4082,4083,2017-10-05 17:29:00,4.4,medium,14,concurrent,5,3,1,9
4083,4084,2017-11-01 21:29:00,5.0,medium,14,concurrent,0,7,3,10
4084,4085,2017-12-07 15:29:00,3.7,low,30,concurrent,4,5,0,9
4085,4086,2017-12-07 15:29:00,4.3,medium,14,concurrent,3,4,1,8
4086,4087,2017-10-03 01:29:00,5.4,medium,14,concurrent,2,7,2,11
4087,4088,2017-09-25 16:29:00,2.5,low,30,concurrent,4,3,1,8
4088,4089,2017-06-23 16:29:00,8.8,high,7,concurrent,0,1,2,3
4089,4090,2017-06-23 16:29:00,5.4,medium,14,concurrent,3,6,0,9
4090,4091,2017-06-23 16:29:00,5.5,medium,14,concurrent,4,3,1,8
4091,4092,2018-06-05 15:29:00,7.8,high,7,concurrent,1,6,0,7
4092,4093,2017-09-12 21:29:00,5.5,medium,14,concurrent,5,0,3,8
4093,4094,2017-12-07 15:29:00,3.5,low,30,concurrent,5,7,0,12
4094,4095,2017-12-07 15:29:00,5.4,medium,14,concurrent,4,6,0,10
4095,4096,2017-12-07 15:29:00,3.7,low,30,concurrent,3,4,2,9
4096,4097,2017-12-07 15:29:00,8.8,high,7,concurrent,1,3,3,7
4097,4098,2017-08-09 18:29:00,4.3,medium,14,concurrent,2,5,3,10
4098,4099,2017-10-03 01:29:00,5.4,medium,14,concurrent,3,0,0,3
4099,4100,2017-09-25 16:29:00,7.8,high,7,concurrent,5,5,2,12
4100,4101,2017-10-25 12:29:00,5.4,medium,14,concurrent,3,3,0,6
4101,4102,2017-10-03 01:29:00,5.4,medium,14,concurrent,0,5,0,5
4102,4103,2017-08-23 21:29:00,6.5,medium,14,concurrent,3,4,1,8
4103,4104,2017-08-23 21:29:00,5.5,medium,14,concurrent,0,4,0,4
4104,4105,2017-12-27 16:29:00,5.4,medium,14,concurrent,3,7,3,13
4106,4107,2017-08-24 06:29:00,6.5,medium,14,concurrent,2,2,2,6
4108,4109,2017-12-01 17:29:00,7.5,high,7,sequential,2,7,3,12
4109,4110,2017-12-01 17:29:00,9.8,critical,3,concurrent,4,2,2,8
4110,4111,2017-08-24 06:29:00,5.5,medium,14,concurrent,0,2,1,3
4111,4112,2017-08-24 17:29:00,9.8,critical,3,concurrent,0,4,0,4
4112,4113,2018-07-13 16:29:00,5.3,medium,14,concurrent,3,0,1,4
4113,4114,2017-08-31 04:29:00,6.5,medium,14,concurrent,4,7,3,14
4114,4115,2017-08-24 19:29:00,6.1,medium,14,concurrent,5,5,1,11
4115,4116,2017-09-01 13:29:00,5.5,medium,14,concurrent,0,2,3,5
4116,4117,2017-08-29 16:29:00,6.5,medium,14,concurrent,3,5,1,9
4117,4118,2017-09-01 13:29:00,7.8,high,7,concurrent,0,7,2,9
4118,4119,2017-10-10 19:29:00,4.2,medium,14,concurrent,4,6,3,13
4119,4120,2017-09-28 01:29:00,7.0,high,7,concurrent,4,6,3,13
4120,4121,2018-04-11 14:29:00,7.5,high,7,concurrent,2,0,3,5
4121,4122,2018-04-11 14:29:00,4.8,medium,14,concurrent,3,6,1,10
4122,4123,2017-10-10 19:29:00,4.2,medium,14,concurrent,4,7,2,13
4124,4125,2017-11-06 23:29:00,5.5,medium,14,concurrent,1,6,0,7
4125,4126,2017-11-06 23:29:00,7.8,high,7,concurrent,0,6,3,9
4126,4127,2017-10-23 20:29:00,5.7,medium,14,concurrent,4,4,0,8
4127,4128,2017-10-23 20:29:00,5.7,medium,14,concurrent,4,4,1,9
4128,4129,2017-09-30 01:29:00,7.8,high,7,concurrent,1,6,3,10
4129,4130,2017-08-29 06:29:00,5.5,medium,14,concurrent,1,3,0,4
4130,4131,2017-08-24 22:29:00,7.8,high,7,concurrent,1,5,1,7
4131,4132,2017-09-14 06:29:00,9.8,critical,3,concurrent,4,6,2,12
4132,4133,2017-09-14 06:29:00,9.8,critical,3,concurrent,0,6,0,6
4133,4134,2017-09-14 06:29:00,9.8,critical,3,sequential,1,4,2,7
4134,4135,2017-10-03 01:29:00,5.4,medium,14,concurrent,1,4,3,8
